run_id,txn_id,sequence_id,sequence_name,txn_type,start_time_ns,end_time_ns,clock_cycle,channel_id,src_id,dst_id,priority,addr,wdata,rdata,expected_data,observed_data,checker_result,error_id,opcode,burst_len,beat_size_bytes,burst_type,AWADDR,AWVALID,AWREADY,WDATA,WSTRB,WVALID,WREADY,BRESP,ARADDR,ARVALID,ARREADY,RDATA,RRESP,RVALID,RREADY,interrupt_out,byte_enable
RUN-000005,RUN-000005-T0006,RUN-000005-S01,random_read_seq,WRITE,16310448,16310687,9786073,4,3,3,3,0x08e50ccc,0xb7a25024,,0xb7a25024,0xb7a25024,MATCH,,AXI_WR,8,16,INCR,0x08e50ccc,1,1,0xb7a25024,0x5b,1,1,OKAY,,0,0,,,0,0,0,0x22
RUN-000005,RUN-000005-T0007,RUN-000005-S01,random_read_seq,READ,18845933,18846022,11307333,7,1,2,0,0x0e1fafa1,,0x2e7a5745,0x2e7a5745,0x2e7a5745,MATCH,,AXI_RD,8,16,INCR,,0,0,,,0,0,,0x0e1fafa1,1,1,0x2e7a5745,OKAY,1,1,0,0xf8
RUN-000006,RUN-000006-T0000,RUN-000006-S00,random_read_seq,READ,1651094,1651208,1981392,4,0,3,1,0x05c4b12f,,0xffd5d43a,0xffd5d43a,0xffd5d43a,MATCH,,AXI_RD,32,8,INCR,,0,0,,,0,0,,0x05c4b12f,1,1,0xffd5d43a,OKAY,1,1,0,0xde
RUN-000006,RUN-000006-T0001,RUN-000006-S00,random_read_seq,WRITE,1678410,1678761,2014172,6,0,1,2,0x012b6cc5,0x9b9f1200,,0x9b9f1200,0x9b9f1200,MATCH,,AXI_WR,32,8,INCR,0x012b6cc5,1,1,0x9b9f1200,0xad,1,1,OKAY,,0,0,,,0,0,0,0x5b
RUN-000006,RUN-000006-T0002,RUN-000006-S00,random_read_seq,WRITE,2006943,2007221,2408427,5,2,1,0,0x0c8d1f3f,0x591c0b94,,0x591c0b94,0x591c0b94,MATCH,,AXI_WR,32,8,INCR,0x0c8d1f3f,1,1,0x591c0b94,0xdf,1,1,OKAY,,0,0,,,0,0,0,0x25
RUN-000006,RUN-000006-T0003,RUN-000006-S00,random_read_seq,WRITE,2191699,2191729,2630144,2,0,0,3,0x063d8448,0xc8a20505,,0xc8a20505,0xc8a20505,MATCH,,AXI_WR,32,8,WRAP,0x063d8448,1,1,0xc8a20505,0x3b,1,1,OKAY,,0,0,,,0,0,0,0x6f
RUN-000007,RUN-000007-T0000,RUN-000007-S00,mixed_rw_seq,READ,447926,448125,358340,0,1,0,0,0x03428a7a,,0x6cf9d3e6,0x6cf9d3e6,0x6cf9d3e6,MATCH,,AXI_RD,8,32,INCR,,0,0,,,0,0,,0x03428a7a,1,1,0x6cf9d3e6,OKAY,1,1,0,0xb7
RUN-000007,RUN-000007-T0001,RUN-000007-S00,mixed_rw_seq,WRITE,593110,593402,474488,0,2,0,3,0x0fae62c4,0x1a847fbf,,0x1a847fbf,0x1a847fbf,MATCH,,AXI_WR,8,32,INCR,0x0fae62c4,1,1,0x1a847fbf,0x42,1,1,OKAY,,0,0,,,0,0,0,0xab
RUN-000007,RUN-000007-T0002,RUN-000007-S00,mixed_rw_seq,READ,2711838,2711882,2169470,6,3,3,3,0x0ee93bd7,,0xa12e6b22,0xa12e6b22,0xa12e6b22,MATCH,,AXI_RD,8,32,WRAP,,0,0,,,0,0,,0x0ee93bd7,1,1,0xa12e6b22,OKAY,1,1,0,0x8d
RUN-000007,RUN-000007-T0003,RUN-000007-S00,mixed_rw_seq,READ,4873271,4873530,3898616,2,2,3,3,0x06dda566,,0xa0539693,0xa0539693,0xa0539693,MATCH,,AXI_RD,8,32,WRAP,,0,0,,,0,0,,0x06dda566,1,1,0xa0539693,OKAY,1,1,0,0x94
RUN-000007,RUN-000007-T0004,RUN-000007-S01,mixed_rw_seq,READ,7737114,7737376,6189691,3,2,0,0,0x03ee185c,,0x53c46838,0x53c46838,0x53c46838,MATCH,,AXI_RD,8,32,INCR,,0,0,,,0,0,,0x03ee185c,1,1,0x53c46838,OKAY,1,1,0,0xdc
RUN-000007,RUN-000007-T0005,RUN-000007-S01,mixed_rw_seq,READ,8292665,8292696,6634132,1,3,0,2,0x09936958,,0x79c5cf92,0x79c5cf92,0x79c5cf92,MATCH,,AXI_RD,8,32,INCR,,0,0,,,0,0,,0x09936958,1,1,0x79c5cf92,OKAY,1,1,0,0xbb
RUN-000007,RUN-000007-T0006,RUN-000007-S01,mixed_rw_seq,READ,8957373,8957522,7165898,1,0,0,1,0x085909ec,,0x0801e373,0x0801e373,0x0801e373,MATCH,,AXI_RD,8,32,WRAP,,0,0,,,0,0,,0x085909ec,1,1,0x0801e373,OKAY,1,1,0,0xdd
RUN-000007,RUN-000007-T0007,RUN-000007-S01,mixed_rw_seq,WRITE,9908662,9908714,7926929,6,0,0,2,0x09ab37c7,0x7eb2aaae,,0x7eb2aaae,0x7eb2aaae,MATCH,,AXI_WR,8,32,INCR,0x09ab37c7,1,1,0x7eb2aaae,0xd8,1,1,OKAY,,0,0,,,0,0,0,0xcc
RUN-000008,RUN-000008-T0000,RUN-000008-S00,mixed_rw_seq,READ,38318,38669,30654,1,3,0,1,0x04a31bc5,,0xee23bdd5,0xee23bdd5,0xee23bdd5,MATCH,,AXI_RD,8,32,INCR,,0,0,,,0,0,,0x04a31bc5,1,1,0xee23bdd5,OKAY,1,1,0,0xdb
RUN-000008,RUN-000008-T0001,RUN-000008-S00,mixed_rw_seq,WRITE,1123631,1123775,898904,0,0,1,1,0x0b1341c2,0x74dff0ef,,0x74dff0ef,0x74dff0ef,MATCH,,AXI_WR,8,32,INCR,0x0b1341c2,1,1,0x74dff0ef,0x3e,1,1,OKAY,,0,0,,,0,0,0,0x07
RUN-000008,RUN-000008-T0002,RUN-000008-S00,mixed_rw_seq,WRITE,1215635,1215804,972508,0,2,2,3,0x01c90764,0x1a06a44b,,0x1a06a44b,0x1a06a44b,MATCH,,AXI_WR,8,32,INCR,0x01c90764,1,1,0x1a06a44b,0xd8,1,1,OKAY,,0,0,,,0,0,0,0xe6
RUN-000008,RUN-000008-T0003,RUN-000008-S00,mixed_rw_seq,WRITE,2192260,2192309,1753808,0,3,2,2,0x0fbb50ad,0xed69b349,,0xed69b349,0xed69b349,MATCH,,AXI_WR,8,32,INCR,0x0fbb50ad,1,1,0xed69b349,0x1c,1,1,OKAY,,0,0,,,0,0,0,0x4f
RUN-000008,RUN-000008-T0004,RUN-000008-S01,mixed_rw_seq,WRITE,2868629,2869001,2294903,1,2,0,2,0x0150c33f,0x2077371f,,0x2077371f,0x2077371f,MATCH,,AXI_WR,8,32,INCR,0x0150c33f,1,1,0x2077371f,0x4a,1,1,OKAY,,0,0,,,0,0,0,0xa9
RUN-000008,RUN-000008-T0005,RUN-000008-S01,mixed_rw_seq,READ,4026634,4026658,3221307,1,0,0,1,0x0ea4da9f,,0xfc10d4a4,0xfc10d4a4,0xfc18d4a4,MISMATCH,E_CMP_0x11,AXI_RD,8,32,WRAP,,0,0,,,0,0,,0x0ea4da9f,1,1,0xfc18d4a4,OKAY,1,1,0,0xd8
RUN-000008,RUN-000008-T0006,RUN-000008-S01,mixed_rw_seq,READ,4109739,4109806,3287791,0,3,2,3,0x0f677851,,0x35e1e8a5,0x35e1e8a5,0x35e1e8a5,MATCH,,AXI_RD,8,32,INCR,,0,0,,,0,0,,0x0f677851,1,1,0x35e1e8a5,OKAY,1,1,0,0x64
RUN-000008,RUN-000008-T0007,RUN-000008-S01,mixed_rw_seq,READ,4647542,4647739,3718033,2,3,0,2,0x0cd65858,,0x5070840a,0x5070840a,0x5070840a,MATCH,,AXI_RD,8,32,INCR,,0,0,,,0,0,,0x0cd65858,1,1,0x5070840a,OKAY,1,1,0,0x16
RUN-000009,RUN-000009-T0000,RUN-000009-S00,erase_suspend_seq,READ,1549649,1550032,619859,1,2,0,2,0x0fc8faf9,,0xbc94f28e,0xbc94f28e,0xbc94f28e,MATCH,,AXI_RD,32,8,INCR,,0,0,,,0,0,,0x0fc8faf9,1,1,0xbc94f28e,OKAY,1,1,0,0x1a
RUN-000009,RUN-000009-T0001,RUN-000009-S00,erase_suspend_seq,WRITE,1923471,1923816,769388,0,2,3,1,0x0f336ff1,0x72625e43,,0x72625e43,0x72625e43,MATCH,,AXI_WR,32,8,INCR,0x0f336ff1,1,1,0x72625e43,0x12,1,1,OKAY,,0,0,,,0,0,0,0x26
RUN-000009,RUN-000009-T0002,RUN-000009-S00,erase_suspend_seq,WRITE,9828194,9828332,3931277,0,1,0,2,0x0d00d82f,0x19ea2ab4,,0x19ea2ab4,0x19ea2ab4,MATCH,,AXI_WR,32,8,WRAP,0x0d00d82f,1,1,0x19ea2ab4,0x89,1,1,OKAY,,0,0,,,0,0,0,0x34
RUN-000009,RUN-000009-T0003,RUN-000009-S00,erase_suspend_seq,READ,11012693,11012910,4405077,1,2,2,3,0x098d70f6,,0xe433d51f,0xe433d51f,0xe433d51f,MATCH,,AXI_RD,32,8,INCR,,0,0,,,0,0,,0x098d70f6,1,1,0xe433d51f,OKAY,1,1,0,0x18
RUN-000010,RUN-000010-T0000,RUN-000010-S00,sequential_write_seq,WRITE,1845617,1845639,1845617,0,1,0,2,0x0ce4fe17,0xd2139bbd,,0xd2139bbd,0xd2139bbd,MATCH,,AXI_WR,16,4,INCR,0x0ce4fe17,1,1,0xd2139bbd,0xb2,1,1,OKAY,,0,0,,,0,0,0,0xef
RUN-000010,RUN-000010-T0001,RUN-000010-S00,sequential_write_seq,WRITE,2342642,2342772,2342642,1,1,1,2,0x063f34a7,0x07e77196,,0x07e77196,0x07e77196,MATCH,,AXI_WR,16,4,INCR,0x063f34a7,1,1,0x07e77196,0x62,1,1,OKAY,,0,0,,,0,0,0,0x80
RUN-000010,RUN-000010-T0002,RUN-000010-S00,sequential_write_seq,WRITE,5897006,5897378,5897006,1,0,2,2,0x007dc6cc,0x775c0872,,0x775c0872,0x775c0872,MATCH,,AXI_WR,16,4,INCR,0x007dc6cc,1,1,0x775c0872,0xef,1,1,OKAY,,0,0,,,0,0,0,0xda
RUN-000010,RUN-000010-T0003,RUN-000010-S00,sequential_write_seq,WRITE,7516747,7516915,7516747,0,1,2,2,0x01c53572,0x3daac942,,0x3daac942,0x3daac942,MATCH,,AXI_WR,16,4,INCR,0x01c53572,1,1,0x3daac942,0x8b,1,1,OKAY,,0,0,,,0,0,0,0xa2
RUN-000010,RUN-000010-T0004,RUN-000010-S01,sequential_write_seq,WRITE,8827457,8827802,8827457,1,2,3,2,0x041b1f5c,0x01e4dce9,,0x01e4dce9,0x01e4dce9,MATCH,,AXI_WR,16,4,INCR,0x041b1f5c,1,1,0x01e4dce9,0x6e,1,1,OKAY,,0,0,,,0,0,0,0xc9
RUN-000010,RUN-000010-T0005,RUN-000010-S01,sequential_write_seq,WRITE,9520163,9520309,9520163,0,2,1,0,0x0aa84a3b,0x7542b877,,0x7542b877,0x7542b877,MATCH,,AXI_WR,16,4,INCR,0x0aa84a3b,1,1,0x7542b877,0x48,1,1,OKAY,,0,0,,,0,0,0,0x85
RUN-000010,RUN-000010-T0006,RUN-000010-S01,sequential_write_seq,WRITE,10147991,10148337,10147991,0,0,3,3,0x096d94e0,0x007c160d,,0x007c160d,0x007c160d,MATCH,,AXI_WR,16,4,INCR,0x096d94e0,1,1,0x007c160d,0x6c,1,1,OKAY,,0,0,,,0,0,0,0xea
RUN-000010,RUN-000010-T0007,RUN-000010-S01,sequential_write_seq,WRITE,12264114,12264245,12264114,0,1,3,3,0x003b8c9c,0xe71f3f85,,0xe71f3f85,0xe71f3f85,MATCH,,AXI_WR,16,4,INCR,0x003b8c9c,1,1,0xe71f3f85,0xd9,1,1,OKAY,,0,0,,,0,0,0,0x0e
RUN-000011,RUN-000011-T0000,RUN-000011-S00,back_to_back_program_seq,WRITE,2912496,2912705,2329996,3,1,1,0,0x00202a5a,0x5b4575a6,,0x5b4575a6,0x5b4575a6,MATCH,,AXI_WR,32,4,INCR,0x00202a5a,1,1,0x5b4575a6,0x0a,1,1,OKAY,,0,0,,,0,0,0,0xae
RUN-000011,RUN-000011-T0001,RUN-000011-S00,back_to_back_program_seq,READ,3177742,3178085,2542193,0,0,2,3,0x05d637ce,,0x593d43e0,0x593d43e0,0x593d43e0,MATCH,,AXI_RD,32,4,INCR,,0,0,,,0,0,,0x05d637ce,1,1,0x593d43e0,OKAY,1,1,0,0xca
RUN-000011,RUN-000011-T0002,RUN-000011-S00,back_to_back_program_seq,READ,5270797,5271099,4216637,2,1,3,3,0x0bf503fa,,0x2859bc59,0x2859bc59,0x2859bc59,MATCH,,AXI_RD,32,4,WRAP,,0,0,,,0,0,,0x0bf503fa,1,1,0x2859bc59,OKAY,1,1,0,0x7c
RUN-000011,RUN-000011-T0003,RUN-000011-S00,back_to_back_program_seq,READ,5846139,5846209,4676911,5,1,3,3,0x08ec9dc1,,0x10a54476,0x10a54476,0x10a54476,MATCH,,AXI_RD,32,4,WRAP,,0,0,,,0,0,,0x08ec9dc1,1,1,0x10a54476,OKAY,1,1,0,0x26
RUN-000011,RUN-000011-T0004,RUN-000011-S01,back_to_back_program_seq,READ,12790205,12790309,10232164,1,2,0,1,0x04f3f18c,,0x5000d679,0x5000d679,0x5000d679,MATCH,,AXI_RD,32,4,INCR,,0,0,,,0,0,,0x04f3f18c,1,1,0x5000d679,OKAY,1,1,0,0x3f
RUN-000011,RUN-000011-T0005,RUN-000011-S01,back_to_back_program_seq,WRITE,20772057,20772408,16617645,4,2,3,3,0x0b6be5fd,0x71942912,,0x71942912,0x71942912,MATCH,,AXI_WR,32,4,INCR,0x0b6be5fd,1,1,0x71942912,0xf0,1,1,OKAY,,0,0,,,0,0,0,0xde
RUN-000011,RUN-000011-T0006,RUN-000011-S01,back_to_back_program_seq,WRITE,20854637,20854714,16683709,0,0,3,3,0x06982b9b,0x4118d07b,,0x4118d07b,0x4118d07b,MATCH,,AXI_WR,32,4,INCR,0x06982b9b,1,1,0x4118d07b,0x76,1,1,OKAY,,0,0,,,0,0,0,0xec
RUN-000011,RUN-000011-T0007,RUN-000011-S01,back_to_back_program_seq,READ,24161460,24161483,19329168,6,2,3,1,0x0929b7dc,,0xf7e3cb74,0xf7e3cb74,0xf7e3cb74,MATCH,,AXI_RD,32,4,INCR,,0,0,,,0,0,,0x0929b7dc,1,1,0xf7e3cb74,OKAY,1,1,0,0xac
